,epoch,lr,train_loss,val_loss
0,0,9.999999747378753e-05,745.467529296875,744.7073974609375
1,1,9.999999747378753e-05,743.9330444335938,744.1831665039062
2,2,9.999999747378753e-05,743.6140747070312,743.8869018554688
3,3,9.999999747378753e-05,743.5763549804688,743.6373901367188
4,4,9.999999747378753e-05,743.1728515625,743.4354858398438
5,5,9.999999747378753e-05,743.012939453125,743.2552490234375
6,6,9.999999747378753e-05,742.9814453125,743.1447143554688
7,7,9.999999747378753e-05,742.4073486328125,743.052734375
8,8,9.999999747378753e-05,742.7122802734375,742.9136352539062
9,9,9.999999747378753e-05,742.3427734375,742.890869140625
10,10,9.999999747378753e-05,742.3665161132812,742.7632446289062
11,11,9.999999747378753e-05,742.1884765625,742.6707153320312
12,12,9.999999747378753e-05,742.0046997070312,742.6065063476562
13,13,9.999999747378753e-05,742.3346557617188,742.4999389648438
14,14,9.999999747378753e-05,742.403564453125,742.4822387695312
15,15,9.999999747378753e-05,742.023193359375,742.4190673828125
16,16,9.999999747378753e-05,741.4459838867188,742.3311767578125
17,17,9.999999747378753e-05,741.71044921875,742.2948608398438
18,18,9.999999747378753e-05,741.7678833007812,742.2545776367188
19,19,9.999999747378753e-05,741.3529052734375,742.2559814453125
20,20,9.999999747378753e-05,741.7210083007812,742.1795043945312
21,21,9.999999747378753e-05,741.435546875,742.1686401367188
22,22,9.999999747378753e-05,741.0773315429688,742.142578125
23,23,9.999999747378753e-05,741.091796875,742.0137939453125
24,24,9.999999747378753e-05,741.237060546875,742.00732421875
25,25,9.999999747378753e-05,741.0211791992188,741.963134765625
26,26,9.999999747378753e-05,741.415283203125,741.9359741210938
27,27,9.999999747378753e-05,741.11962890625,741.8995361328125
28,28,9.999999747378753e-05,740.75927734375,741.9126586914062
29,29,9.999999747378753e-05,740.93798828125,741.8614501953125
30,30,9.999999747378753e-05,741.0850219726562,741.82373046875
31,31,9.999999747378753e-05,740.7677001953125,741.820068359375
32,32,9.999999747378753e-05,740.8934326171875,741.7562255859375
33,33,9.999999747378753e-05,740.62646484375,741.7538452148438
34,34,9.999999747378753e-05,740.9059448242188,741.7333984375
35,35,9.999999747378753e-05,740.4766235351562,741.70703125
36,36,9.999999747378753e-05,740.6464233398438,741.7164916992188
37,37,9.999999747378753e-05,740.646240234375,741.6676635742188
38,38,9.999999747378753e-05,740.6867065429688,741.6864013671875
39,39,9.999999747378753e-05,740.180419921875,741.6138305664062
40,40,9.999999747378753e-05,740.5542602539062,741.6107177734375
41,41,9.999999747378753e-05,740.4962768554688,741.64404296875
42,42,9.999999747378753e-05,740.3997802734375,741.6399536132812
43,43,9.999999747378753e-05,740.3033447265625,741.5750732421875
44,44,9.999999747378753e-05,740.211181640625,741.6275634765625
45,45,9.999999747378753e-05,740.3233032226562,741.6207885742188
46,46,9.999999747378753e-05,740.0113525390625,741.5755615234375
47,47,9.999999747378753e-05,740.4771118164062,741.509521484375
48,48,9.999999747378753e-05,740.6328125,741.527099609375
49,49,9.999999747378753e-05,740.0970458984375,741.5258178710938
50,50,9.999999747378753e-05,740.6251831054688,741.4893188476562
51,51,9.999999747378753e-05,739.9608764648438,741.5733032226562
52,52,9.999999747378753e-05,740.4795532226562,741.5108032226562
53,53,9.999999747378753e-05,740.2453002929688,741.4925537109375
54,54,9.999999747378753e-05,739.9649658203125,741.5157470703125
55,55,9.999999747378753e-05,739.9635009765625,741.431396484375
56,56,9.999999747378753e-05,739.8783569335938,741.5361938476562
57,57,9.999999747378753e-05,739.6925048828125,741.4482421875
58,58,7.999999797903e-05,739.6010131835938,741.41015625
59,59,7.999999797903e-05,739.888671875,741.4419555664062
60,60,7.999999797903e-05,739.771240234375,741.4129638671875
61,61,7.999999797903e-05,739.8576049804688,741.43310546875
62,62,7.999999797903e-05,739.888916015625,741.4287719726562
63,63,7.999999797903e-05,739.5254516601562,741.3804321289062
64,64,7.999999797903e-05,739.7921142578125,741.4232177734375
65,65,7.999999797903e-05,739.4259033203125,741.3595581054688
66,66,6.399999983841553e-05,739.8287963867188,741.3597412109375
67,67,6.399999983841553e-05,739.7308959960938,741.3499755859375
68,68,6.399999983841553e-05,739.4338989257812,741.3573608398438
69,69,6.399999983841553e-05,739.5794677734375,741.3893432617188
70,70,6.399999983841553e-05,739.71337890625,741.365478515625
71,71,6.399999983841553e-05,739.3621826171875,741.3671264648438
72,72,6.399999983841553e-05,739.4200439453125,741.34375
73,73,5.1200000598328195e-05,739.7626342773438,741.33935546875
74,74,5.1200000598328195e-05,739.5383911132812,741.3516845703125
75,75,5.1200000598328195e-05,739.3583374023438,741.344970703125
76,76,5.1200000598328195e-05,739.427001953125,741.3416137695312
77,77,5.1200000598328195e-05,739.5723876953125,741.396240234375
78,78,5.1200000598328195e-05,739.2785034179688,741.3833618164062
79,79,5.1200000598328195e-05,739.6088256835938,741.3665771484375
80,80,4.095999975106679e-05,739.5538940429688,741.3235473632812
81,81,4.095999975106679e-05,739.2510986328125,741.322021484375
82,82,4.095999975106679e-05,739.2978515625,741.3361206054688
83,83,4.095999975106679e-05,739.5410766601562,741.3508911132812
84,84,4.095999975106679e-05,739.392578125,741.3478393554688
85,85,4.095999975106679e-05,739.2590942382812,741.3400268554688
86,86,4.095999975106679e-05,739.67431640625,741.3271484375
87,87,4.095999975106679e-05,739.2916259765625,741.3787231445312
88,88,3.276799907325767e-05,739.211181640625,741.3181762695312
89,89,3.276799907325767e-05,739.1005249023438,741.3302001953125
90,90,3.276799907325767e-05,739.3687133789062,741.3383178710938
91,91,3.276799907325767e-05,739.3126831054688,741.3530883789062
92,92,3.276799907325767e-05,739.13134765625,741.3452758789062
93,93,3.276799907325767e-05,739.4571533203125,741.3551635742188
94,94,3.276799907325767e-05,739.291259765625,741.3508911132812
95,95,2.6214400349999775e-05,739.0896606445312,741.3485107421875
96,96,2.6214400349999775e-05,739.2122802734375,741.3421630859375
97,97,2.6214400349999775e-05,739.1710815429688,741.3392333984375
98,98,2.6214400349999775e-05,738.7849731445312,741.3386840820312
99,99,2.6214400349999775e-05,739.2938232421875,741.3286743164062
100,100,2.6214400349999775e-05,739.235595703125,741.348876953125
101,101,2.6214400349999775e-05,739.2222900390625,741.3422241210938
102,102,2.097151991620194e-05,739.2091674804688,741.3356323242188
103,103,2.097151991620194e-05,739.203125,741.3533325195312
104,104,2.097151991620194e-05,739.17138671875,741.3541870117188
105,105,2.097151991620194e-05,738.9292602539062,741.3302001953125
106,106,2.097151991620194e-05,739.1484985351562,741.32958984375
107,107,2.097151991620194e-05,739.247314453125,741.330322265625
108,108,2.097151991620194e-05,738.961669921875,741.3469848632812
109,109,1.6777215932961553e-05,739.3402709960938,741.35693359375
110,110,1.6777215932961553e-05,739.1865234375,741.3521728515625
111,111,1.6777215932961553e-05,739.1272583007812,741.329833984375
112,112,1.6777215932961553e-05,738.9069213867188,741.3240356445312
113,113,1.6777215932961553e-05,739.1763916015625,741.330322265625
114,114,1.6777215932961553e-05,738.8848876953125,741.3404541015625
115,115,1.6777215932961553e-05,739.2332763671875,741.3515014648438
116,116,1.3421772564470302e-05,739.1071166992188,741.3495483398438
117,117,1.3421772564470302e-05,738.9322509765625,741.3489990234375
118,118,1.3421772564470302e-05,738.8385009765625,741.3486328125
119,119,1.3421772564470302e-05,738.9456176757812,741.3516845703125
120,120,1.3421772564470302e-05,738.9636840820312,741.3391723632812
121,121,1.3421772564470302e-05,738.9340209960938,741.3636474609375
122,122,1.3421772564470302e-05,738.922607421875,741.3565063476562
123,123,1.0737418051576242e-05,738.6868286132812,741.3623046875
124,124,1.0737418051576242e-05,738.9717407226562,741.3563232421875
125,125,1.0737418051576242e-05,738.9382934570312,741.3522338867188
126,126,1.0737418051576242e-05,738.8291015625,741.339599609375
127,127,1.0737418051576242e-05,739.1832885742188,741.3629760742188
128,128,1.0737418051576242e-05,738.8696899414062,741.3504028320312
129,129,1.0737418051576242e-05,738.944580078125,741.3480834960938
130,130,8.589934623159934e-06,738.9515991210938,741.3609008789062
131,131,8.589934623159934e-06,738.9072265625,741.3470458984375
132,132,8.589934623159934e-06,738.671875,741.339599609375
133,133,8.589934623159934e-06,738.997314453125,741.3468017578125
134,134,8.589934623159934e-06,738.9031372070312,741.349853515625
135,135,8.589934623159934e-06,739.1554565429688,741.3388671875
136,136,8.589934623159934e-06,738.8059692382812,741.353759765625
137,137,6.871947789477417e-06,738.682373046875,741.3580322265625
138,138,6.871947789477417e-06,738.8720703125,741.3480224609375
139,139,6.871947789477417e-06,738.8361206054688,741.3400268554688
140,140,6.871947789477417e-06,739.0703735351562,741.3507080078125
141,141,6.871947789477417e-06,738.8245849609375,741.3621215820312
142,142,6.871947789477417e-06,738.5906982421875,741.3502197265625
143,143,6.871947789477417e-06,738.8223876953125,741.3489990234375
144,144,5.497558049682994e-06,738.7054443359375,741.3464965820312
145,145,5.497558049682994e-06,738.8872680664062,741.3475952148438
146,146,5.497558049682994e-06,738.9593505859375,741.3529052734375
147,147,5.497558049682994e-06,738.8399047851562,741.3431396484375
148,148,5.497558049682994e-06,738.8822631835938,741.3484497070312
149,149,5.497558049682994e-06,738.7457275390625,741.3604125976562
150,150,5.497558049682994e-06,739.0695190429688,741.3405151367188
151,151,4.398046712594805e-06,738.5319213867188,741.3480224609375
152,152,4.398046712594805e-06,738.89990234375,741.3571166992188
153,153,4.398046712594805e-06,738.931884765625,741.3521118164062
154,154,4.398046712594805e-06,738.8555297851562,741.3508911132812
155,155,4.398046712594805e-06,738.6596069335938,741.3541259765625
156,156,4.398046712594805e-06,738.850830078125,741.3480224609375
157,157,4.398046712594805e-06,739.0957641601562,741.3431396484375
158,158,3.5184370972274337e-06,738.9883422851562,741.3477783203125
159,159,3.5184370972274337e-06,738.864990234375,741.353515625
160,160,3.5184370972274337e-06,738.9609375,741.3446044921875
161,161,3.5184370972274337e-06,739.0252075195312,741.3582153320312
162,162,3.5184370972274337e-06,739.0194702148438,741.3515014648438
163,163,3.5184370972274337e-06,738.9866943359375,741.3567504882812
164,164,3.5184370972274337e-06,739.013427734375,741.3493041992188
165,165,2.814749677781947e-06,738.9465942382812,741.3541259765625
166,166,2.814749677781947e-06,739.3663940429688,741.3591918945312
167,167,2.814749677781947e-06,738.6466064453125,741.3526611328125
168,168,2.814749677781947e-06,738.8659057617188,741.346923828125
169,169,2.814749677781947e-06,739.0009155273438,741.3526000976562
170,170,2.814749677781947e-06,738.906005859375,741.3475952148438
171,171,2.814749677781947e-06,738.709716796875,741.3519287109375
172,172,2.251799742225557e-06,738.8348999023438,741.3558349609375
173,173,2.251799742225557e-06,738.9533081054688,741.352783203125
174,174,2.251799742225557e-06,738.6832885742188,741.355224609375
175,175,2.251799742225557e-06,738.780029296875,741.3587646484375
176,176,2.251799742225557e-06,738.9259033203125,741.3630981445312
177,177,2.251799742225557e-06,739.0678100585938,741.3638305664062
178,178,2.251799742225557e-06,738.7928466796875,741.3624267578125
179,179,1.801439907467284e-06,738.9168090820312,741.3548583984375
180,180,1.801439907467284e-06,738.9122924804688,741.3604736328125
181,181,1.801439907467284e-06,738.6994018554688,741.3511352539062
182,182,1.801439907467284e-06,738.8352661132812,741.3585205078125
183,183,1.801439907467284e-06,738.8115234375,741.357666015625
184,184,1.801439907467284e-06,738.700927734375,741.3573608398438
185,185,1.801439907467284e-06,739.1006469726562,741.356689453125
186,186,1.441151880499092e-06,738.9556884765625,741.355224609375
187,187,1.441151880499092e-06,738.9797973632812,741.3577880859375
188,188,1.441151880499092e-06,738.86181640625,741.3597412109375
189,189,1.441151880499092e-06,738.9141235351562,741.3545532226562
190,190,1.441151880499092e-06,738.978515625,741.35498046875
191,191,1.441151880499092e-06,738.8571166992188,741.3526000976562
192,192,1.441151880499092e-06,738.709716796875,741.357177734375
193,193,1.1529215271366409e-06,738.7069091796875,741.3569946289062
194,194,1.1529215271366409e-06,738.8193969726562,741.3556518554688
195,195,1.1529215271366409e-06,738.8480834960938,741.357177734375
196,196,1.1529215271366409e-06,738.8707275390625,741.35546875
197,197,1.1529215271366409e-06,738.9278564453125,741.3604125976562
198,198,1.1529215271366409e-06,738.9653930664062,741.3585205078125
199,199,1.1529215271366409e-06,738.9534301757812,741.3591918945312
